# naive_pinyin dict v1
# sources: rime-ice(8105/base/ext/others)
a	啊:853,阿:753,吖:660,锕:274,腌:38
shu dan	疏淡:414,书丹:406,书单:318
shu dang	赎当:274
shu dao	数到:563,疏导:502,树倒:420,书道:393,数道:392,蜀道:381,输导:354,输到:292
shu de	书的:752,数的:717,树的:658,熟的:634,输的:623,数得:507,倏地:496,输得:330,熟得:292,淑德:244
shu di	属地:490,树敌:388,竖笛:343
shu di guan li	属地管理:579
shu di hua	属地化:359
shu di yuan ze	属地原则:522
shu dian	书店:570,输电:518,数点:363
shu dian xian lu	输电线路:558
shu diao	输掉:334
shu diao le	输掉了:537
shu ding	树顶:407,输定:274,书钉:264
shu dong	树洞:308
shu du	熟读:448,数独:428,数度:427,熟度:378,疏堵:278,书牍:239
shu dui	属对:463,书堆:282
shu dun	树墩:282
shu e	数额:622
shu e jiao da	数额较大:328
shu e ju da	数额巨大:551
shu er	舒尔:517,数儿:401
shu er bu lou	疏而不漏:338
shu er ci	舒尔茨:357
shu fa	书法:630,抒发:514,术法:501,束发:287
shu fa jia	书法家:536
shu fa jie	书法界:486
shu fa yi shu	书法艺术:340
shu fa zhan	书法展:312
shu fa zhuan ke	书法篆刻:544
shu fa zuo pin	书法作品:352
shu fan	熟饭:272
shu fang	书房:586,竖放:452,输方:397,书坊:394,淑芳:308,疏放:242
shu fang li	书房里:550
shu fei	书费:366
shu fen	书粉:418,淑芬:393,输分:373,数分:372
shu fu	舒服:617,束缚:596,叔父:504,疏附:236
shu fu le	舒服了:532
shu fu ma	舒服吗:503
shu gan	树干:543,疏肝:382
shu gan shang	树干上:515
shu gao	树高:538,书稿:463
shu ge	数个:511
shu gei	输给:528
shu gei le	输给了:565
shu gen	树根:482
shu gong	叔公:342
shu gou	属狗:306
shu guan	树冠:479,竖管:404,书馆:388
shu guang	曙光:563,输光:349
shu guang lu	曙光路:297
shu gui	书柜:408
shu guo	数过:493,属国:472,蜀国:436,蔬果:424,输过:292,数国:282,梳过:242,疏果:240
shu hai	鼠害:369,书海:350,树海:280
shu han	蜀汉:447,书翰:398,书函:353
shu hang	竖行:254
shu hang zi	树行子:325
shu hao	书号:410
shu hou	术后:565,树后:530,属猴:472
shu hu	疏忽:546,属虎:491,倏忽:446,庶乎:244
shu hu da yi	疏忽大意:441
shu hua	书画:606,疏花:428,熟化:382
shu hua da sai	书画大赛:514
shu hua jia	书画家:474
shu hua ming jia	书画名家:308
shu hua yi shu	书画艺术:334
shu hua yuan	书画院:336
shu hua zhan	书画展:402
shu hua zuo pin	书画作品:340
shu huai	抒怀:366,述怀:276,舒怀:261
shu huan	鼠患:504,舒缓:502,纾缓:462
shu huang	书荒:244
shu hui	赎回:512,书会:372,数回:300
shu hui fei lv	赎回费率:479
shu ji	书记:643,书籍:638,熟记:414,书脊:318,属鸡:288
shu ji chu	书记处:475
shu ji chu shu ji	书记处书记:580
shu ji guan	书记官:290
shu ji suan	数计算:505
shu ji yuan	书记员:412
shu ji zhuang zhen	书籍装帧:302
shu jia	暑假:545,书架:513,数家:437,鼠夹:428,输家:391,书价:368,书夹:266,赎价:240
shu jia qi jian	暑假期间:538
shu jia shang	书架上:319
shu jia zuo ye	暑假作业:294
shu jian	树尖:393,书简:372,疏剪:248
shu jiang	蜀江:418
shu jiao	树胶:396
shu jie	数届:401,疏解:377,秫秸:326,舒解:310,纾解:292,数节:278
shu jie gou	树结构:316
shu jin	赎金:404,蜀锦:372,输进:290,束紧:278
shu jing	竖井:426,输精:306,书经:302,淑静:248
shu jing guan	输精管:422
shu jiu	数九:321
shu ju	数据:704,书局:468,数句:320
shu ju an quan	数据安全:378
shu ju bang ding	数据绑定:533
shu ju bao	数据报:566,数据包:468
shu ju bao cun	数据保存:576
shu ju bao hu	数据保护:366
shu ju bei fen	数据备份:378
shu ju bian ma	数据编码:290
shu ju biao	数据表:385
shu ju biao ming	数据表明:587
shu ju biao shi	数据表示:312
shu ju cai ji	数据采集:659
shu ju cang ku	数据仓库:383
shu ju cao zuo	数据操作:571
shu ju cha xun	数据查询:782
shu ju chi jiu hua	数据持久化:510
shu ju chi jiu hua ceng	数据持久化层:538
shu ju chu li	数据处理:496
shu ju chuan di	数据传递:550
shu ju chuan shu	数据传输:389
shu ju chuan shu lv	数据传输率:553
shu ju chuan song	数据传送:553
shu ju cun chu	数据存储:629
shu ju cun qu	数据存取:482
shu ju dao chu	数据导出:481
shu ju dao ru	数据导入:515
shu ju diu shi	数据丢失:579
shu ju du qu	数据读取:531
shu ju duan	数据段:567
shu ju dui xiang	数据对象:491
shu ju fang wen	数据访问:574
shu ju fen bu	数据分布:313
shu ju fen xi	数据分析:468
shu ju feng zhuang	数据封装:499
shu ju fu wu	数据服务:336
shu ju fu zhi	数据复制:536
shu ju ge shi	数据格式:358
shu ju geng xin	数据更新:541
shu ju gong xiang	数据共享:364
shu ju guan li	数据管理:404
shu ju guang bo	数据广播:482
shu ju hua	数据化:480
shu ju huan cun	数据缓存:529
shu ju hui fu	数据恢复:356
shu ju huo qu	数据获取:484
shu ju ji	数据集:618
shu ju ji lu	数据记录:549
shu ju ji zhong	数据集中:495
shu ju jia mi	数据加密:542
shu ju jia zai	数据加载:529
shu ju jia zai zhong	数据加载中:606
shu ju jiao hu	数据交互:537
shu ju jiao huan	数据交换:364
shu ju jie gou	数据结构:496
shu ju jie kou	数据接口:582
shu ju jie xi	数据解析:494
shu ju kong jian	数据空间:501
shu ju ku	数据库:626
shu ju ku biao	数据库表:584
shu ju ku cao zuo	数据库操作:588
shu ju ku cha xun	数据库查询:552
shu ju ku de	数据库的:698
shu ju ku fang wen	数据库访问:530
shu ju ku fu wu qi	数据库服务器:578
shu ju ku guan li xi tong	数据库管理系统:562
shu ju ku lei	数据库类:512
shu ju ku lian jie	数据库连接:610
shu ju ku lian jie chi	数据库连接池:534
shu ju ku ming	数据库名:527
shu ju ku she ji	数据库设计:525
shu ju ku wen jian	数据库文件:558
shu ju ku xi tong	数据库系统:384
shu ju ku ying xiao	数据库营销:515
shu ju ku zhong	数据库中:645
shu ju kuai	数据块:586
shu ju lai yuan	数据来源:583
shu ju lei xing	数据类型:432
shu ju lian	数据链:421
shu ju lian jie	数据连接:521
shu ju lian lu ceng	数据链路层:521
shu ju liang	数据量:348
shu ju liu	数据流:444
shu ju liu liang	数据流量:529
shu ju lu ru	数据录入:306
shu ju mo xing	数据模型:336
shu ju mu lu	数据目录:502
shu ju nei rong	数据内容:507
shu ju qian yi	数据迁移:491
shu ju qing qiu	数据请求:506
shu ju qu	数据区:547
shu ju qu dong	数据驱动:478
shu ju que fa	数据缺乏:500
shu ju rong yu	数据冗余:484
shu ju shou ji	数据收集:531
shu ju shu chu	数据输出:512
shu ju shu ru	数据输入:537
shu ju tong bu	数据同步:554
shu ju tong ji	数据统计:495
shu ju tong xin	数据通信:442
shu ju tong xun	数据通讯:312
shu ju wa jue	数据挖掘:373
shu ju wan zheng xing	数据完整性:296
shu ju wang luo	数据网络:315
shu ju wei	数据位:343
shu ju wei hu	数据维护:489
shu ju wen jian	数据文件:354
shu ju xi tong	数据系统:360
shu ju xian	数据线:434
shu ju xian shi	数据显示:680
shu ju xiang	数据项:364
shu ju xin hao	数据信号:324
shu ju xin xi	数据信息:591
shu ju xiu fu	数据修复:488
shu ju ya suo	数据压缩:310
shu ju ye wu	数据业务:350
shu ju yi zhi xing	数据一致性:511
shu ju yuan	数据源:370
shu ju zhen	数据帧:524
shu ju zhong xin	数据中心:456
shu ju zhuan huan	数据转换:570
shu ju zi dian	数据字典:524
shu ju zi liao	数据资料:346
shu ju zong xian	数据总线:378
shu juan	书卷:396,舒卷:324
shu juan qi	书卷气:363
shu jun	疏浚:444,蜀军:412
shu ka gu fen	舒卡股份:562
shu kan	书刊:514
shu ke	熟客:358
shu kong	数控:534
shu kong che chuang	数控车床:330
shu kong ji chuang	数控机床:374
shu kong ji shu	数控技术:342
shu kong xi chuang	数控铣床:517
shu kong xi tong	数控系统:376
shu kou	漱口:468
shu ku	书库:456
shu kuan	书款:310
shu kuang	疏狂:283
shu kui	蜀葵:304
shu kun	纾困:418
shu lai	数来:542
shu lan	树懒:356,疏懒:352,熟烂:297
shu lan xian sheng	树懒先生:484
shu lang	疏朗:339
shu le	输了:533,熟了:468,数了:428
shu le kou qi	舒了口气:507
shu le shu	数了数:493
shu lei	薯类:458,鼠类:412
shu li	树立:664,书里:625,梳理:545,数理:520,竖立:496,数里:486,淑丽:437,疏离:420,树理:386,属吏:356,数粒:278,树篱:258
shu li bang yang	树立榜样:499
shu li dian xing	树立典型:310
shu li hua	数理化:404
shu li ke xue fa zhan guan	树立科学发展观:531
shu li liang hao	树立良好:530
shu li luo ji	数理逻辑:290
shu li qi	树立起:622
shu li tong ji	数理统计:340
shu li xin xin	树立信心:529
shu li xing xiang	树立形象:502
shu lian	熟练:599
shu liang	数量:714
shu liang bi	数量比:530
shu liang bu zu	数量不足:521
shu liang duo	数量多:583
shu liang er	树凉儿:325
shu liang fen xi	数量分析:480
shu liang guan xi	数量关系:562
shu liang hua	数量化:368
shu liang ji	数量级:408
shu liang jiao shao	数量较少:498
shu liang ju da	数量巨大:483
shu liang shang	数量上:597
shu liang shao	数量少:549
shu liang xian zhi	数量限制:545
shu liang xing	数量型:335
shu liang you xian	数量有限:608
shu liang zeng zhang	数量增长:509
shu liang zui duo	数量最多:572
shu liao	孰料:350
shu lie	数列:476
shu lin	树林:577,疏林:505
shu lin li	树林里:585
shu ling	属灵:533,树龄:468
shu long	属龙:414,梳拢:238
shu lou	疏漏:464
shu lu	书录:316,熟路:284
shu luan guan	输卵管:502
shu luan guan yan	输卵管炎:304
shu lun	数论:458,书论:280
shu luo	数落:460,疏落:310,熟络:280
shu lv	熟虑:342
shu lve	述略:258
shu ma	数码:636,属马:455
shu ma bao bei	数码宝贝:292
shu ma chan pin	数码产品:384
shu ma cheng	数码城:328
shu ma chong yin	数码冲印:511
shu ma dan fan	数码单反:349
shu ma gang	数码港:330
shu ma guan	数码管:320
shu ma guang chang	数码广场:332
shu ma he	舒马赫:390
shu ma ji shu	数码技术:321
shu ma ke ji	数码科技:338
shu ma ke ji you xian gong si	数码科技有限公司:612
shu ma kuai yin	数码快印:501
shu ma lu yin	数码录音:524
shu ma shang cheng	数码商城:320
shu ma she bei	数码设备:350
shu ma she xiang	数码摄像:490
shu ma she xiang ji	数码摄像机:638
shu ma she ying	数码摄影:555
shu ma xiang ji	数码相机:426
shu ma xiang pian	数码相片:311
shu ma yin shua	数码印刷:549
shu ma yin yue	数码音乐:484
shu ma ying xiang	数码影像:359
shu ma zhao pian	数码照片:352
shu mai	赎买:382
shu man	舒曼:392
shu mao	梳毛:484
shu mei	孰美:459,舒眉:377,树莓:294
shu mi	疏密:428,书迷:292
shu mi shi	枢密使:434
shu mi yuan	枢密院:476
shu mian	书面:614,梳棉:308
shu mian bao gao	书面报告:356
shu mian biao da	书面表达:556
shu mian cai liao	书面材料:350
shu mian da fu	书面答复:578
shu mian he tong	书面合同:552
shu mian jian cha	书面检查:492
shu mian ping zheng	书面凭证:510
shu mian que ren	书面确认:504
shu mian shen qing	书面申请:646
shu mian sheng ming	书面声明:314
shu mian tong yi	书面同意:611
shu mian tong zhi	书面通知:390
shu mian wei tuo	书面委托:528
shu mian wen jian	书面文件:532
shu mian xie yi	书面协议:576
shu mian xing shi	书面形式:370
shu mian xu ke	书面许可:587
shu mian yi jian	书面意见:580
shu mian yu	书面语:396
shu mian yu yan	书面语言:302
shu mian zheng ming	书面证明:539
shu mian zhong cai xie yi	书面仲裁协议:509
shu miao	树苗:430,数秒:376
shu min	庶民:494
shu ming	书名:539,署名:530,数名:456,属名:284
shu ming de	署名的:529
shu ming quan	署名权:351
shu ming wen zhang	署名文章:295
shu mo	数模:302
shu mu	数目:634,树木:610,书目:562,庶母:298,叔母:286
shu mu cun guang	鼠目寸光:336
shu mu kui	枢木葵:525
shu mu wei	数目为:479
shu nan	恕难:237
shu nan zhu hai	蜀南竹海:484
shu nei	书内:511,数内:457
shu neng	孰能:302
shu nian	数年:574,鼠年:316
shu nian lai	数年来:523
shu niao guan	输尿管:460
shu niu	枢纽:598,属牛:491
shu niu gang	枢纽港:297
shu niu gong cheng	枢纽工程:516
shu niu zhan	枢纽站:336
shu nv	淑女:514,熟女:321
shu pai	竖排:342
shu pang	树旁:501
shu pei dian	输配电:382
shu pi	树皮:527,书皮:300
shu pian	薯片:387,数篇:340
shu pin	书品:259
shu ping	竖屏:533,书评:400,述评:351
shu po	叔婆:256
shu pu	书谱:451
shu qi	竖起:528,暑期:514,束起:468,树起:430,输棋:421,输气:406,舒淇:390,舒气:371,暑气:368,数起:350
shu qi ban	暑期班:296
shu qi lai	竖起来:488
shu qi le	竖起了:527
shu qian	数千:567,数钱:550,书签:467,术前:365,输钱:340,树前:279
shu qian biao qian	书签标签:484
shu qian ge	数千个:352
shu qian ming	数千名:436
shu qian nian	数千年:500
shu qian wan	数千万:412
shu qie gou dao	鼠窃狗盗:340
shu qie gou tou	鼠窃狗偷:325
shu qin	竖琴:435
shu qing	抒情:544,数清:455
shu qing de	抒情的:548
shu qing shi	抒情诗:440
shu qiu	输球:460
shu ran	倏然:448
shu re	暑热:390
shu ren	熟人:556,蜀人:498,庶人:452,树人:412,熟稔:379,数人:354,输人:302,赎人:253
shu ri	数日:556
shu ri hou	数日后:507
shu rong	殊荣:517
shu rou	熟肉:362
shu ru	输入:662
shu ru can shu	输入参数:496
shu ru cuo wu	输入错误:522
shu ru dian liu	输入电流:501
shu ru dian ya	输入电压:597
shu ru duan	输入端:572
shu ru duan kou	输入端口:493
shu ru duan zi	输入端子:526
shu ru fa	输入法:458
shu ru fang fa	输入方法:498
shu ru gong lv	输入功率:542
shu ru gong neng	输入功能:480
shu ru guo	输入过:521
shu ru han zi	输入汉字:492
shu ru kuang	输入框:344
shu ru le	输入了:551
shu ru liu	输入流:608
shu ru mi ma	输入密码:617
shu ru ming ling	输入命令:517
shu ru she bei	输入设备:539
shu ru shi	输入时:534
shu ru shou ji	输入手机:510
shu ru shu chu	输入输出:358
shu ru shu ju	输入数据:555
shu ru su du	输入速度:292
shu ru wen zi	输入文字:536
shu ru xi tong	输入系统:485
shu ru xiang guan	输入相关:501
shu ru xin hao	输入信号:582
shu ru xin xi	输入信息:510
shu ru zhong wen	输入中文:511
shu san	疏散:522
shu sao	叔嫂:254
shu se	曙色:348
shu sen	树森:490
shu shan	蜀山:406,书山:318
shu shan qu	蜀山区:348
shu shang	树上:584,书上:542,书商:406
shu shao	树梢:459
shu she	属蛇:443,书社:390
shu shen	树身:404,赎身:373,束身:331
shu sheng	书生:582,数省:476,数声:448,殊胜:348,书声:308,书圣:291
shu shi	舒适:615,属实:528,数十:514,熟识:476,熟食:450,术士:436,疏失:333,书市:326,树势:277
shu shi ban	舒适版:312
shu shi bei	数十倍:364
shu shi ci	数十次:395
shu shi de	舒适的:698
shu shi du	舒适度:416
shu shi gan	舒适感:362
shu shi gao	熟石膏:301
shu shi ge	数十个:520
shu shi hui	熟石灰:313
shu shi li	数十里:426
shu shi mi	数十米:398
shu shi nian	数十年:547
shu shi nian lai	数十年来:529
shu shi ren	数十人:558
shu shi shu fei	孰是孰非:341
shu shi tiao	数十条:376
shu shi wan	数十万:503
shu shi wei	数十位:389
shu shi xing	舒适性:456,舒适型:358
shu shi yi	数十亿:351
shu shi zhong	数十种:432
shu shou	束手:398,戍守:378,熟手:350
shu shou jiu qin	束手就擒:383
shu shou wu ce	束手无策:505
shu shu	叔叔:610,属鼠:535,鼠鼠:484,疏疏:457,树树:427,数数:408,束束:374,术数:308,书塾:288,输输:244
shu shu a yi	叔叔阿姨:525
shu shu fu fu	舒舒服服:438
shu shuang	舒爽:378
shu shui	熟睡:466,输水:440,疏水:254
shu shui fa	疏水阀:307
shu shuo	述说:501,数说:443
shu si	殊死:486,书肆:248,熟思:236
shu si bo dou	殊死搏斗:340
shu song	输送:586,疏松:508,舒松:246
shu song dai	输送带:366
shu song dao	输送到:331
shu song guan dao	输送管道:486
shu song ji	输送机:436
shu song ji xie	输送机械:481
shu song le	输送了:556
shu song she bei	输送设备:528
shu song xi tong	输送系统:503
shu suan	数算:272
shu tai	舒泰:338
shu tan	舒坦:466,书坛:364,书摊:362
shu tan er	书摊儿:549
shu te	舒特:440
shu ti	舒体:398
shu tian	数天:457,树田:412,暑天:322
shu tiao	薯条:406,数条:406,竖条:314
shu tie	熟铁:342
shu ting	书亭:281
shu tong	疏通:521,书童:448
shu tou	梳头:478,熟透:422,鼠头:418,数头:260
shu tu	属兔:414,殊途:285
shu tu tong gui	殊途同归:414
shu wai	书外:507
shu wan	数万:558,输完:288,数完:276
shu wan gou	竖弯钩:484
shu wan gou er	竖弯钩儿:484
shu wan ming	数万名:362
shu wan ren	数万人:318
shu wan yuan	数万元:391
shu wang	输往:424,树王:296
shu wei	数为:673,殊为:484,数位:398,书伟:395
shu wei cao	鼠尾草:294
shu wei gang	数位港:549
shu wo	恕我:522
shu wu	树屋:459,书屋:447,殊无:443,庶物:386,庶务:327,书物:268
shu xi	熟悉:684,数系:497,梳洗:467,熟习:414,漱洗:256
shu xia	属下:563,数下:406,树下:374
shu xian	书仙:501,竖线:348,数显:291
shu xiang	属相:442,书香:376,竖向:354,书箱:272
shu xiang men di	书香门第:385
shu xiao shi	数小时:586
shu xie	书写:628,输血:516,抒写:439,疏泄:365,书协:307
shu xie shi	书写时:478
shu xie zhe	书写着:496
shu xin	书信:484,舒心:468,竖心:418
shu xin feng	树新风:330
shu xing	属性:634,树形:466
shu xing ci	属性词:549
shu xing dong hua	属性动画:493
shu xing jie gou	树形结构:548
shu xing jie he	数形结合:481
shu xing lan	属性栏:506
shu xing lie biao	属性列表:513
shu xing she zhi	属性设置:608
shu xing wen jian	属性文件:532
shu xing xiang	树形象:323
shu xing xing	数星星:286
shu xing zhi	属性值:581
